Player_Name,Kaggle_Match_Name,Player_Type,IPL_Team_2025,DEBUT,Total_Innings,Total_Runs,Total_Balls_Faced,Total_Minutes,Dismissals,Times_Not_Out,Batting_Average,Strike_Rate,Avg_Runs_Per_Innings,Avg_Balls_Per_Innings,Avg_Minutes_Per_Innings,Count_30_Plus,Count_50_Plus,Count_70_Plus,Highest_Score,Most_Fours_Innings,Most_Sixes_Innings,Total_Fours,Total_Sixes,Total_Boundaries,Boundary_Runs,Boundary_Percentage,Boundary_Frequency,Fours_Per_Innings,Sixes_Per_Innings,Four_to_Six_Ratio,Balls_Per_Four,Balls_Per_Six,Balls_Per_Boundary,Non_Boundary_Runs,Non_Boundary_Balls,Rotation_Strike_Rate,Estimated_Dot_Balls,Dot_Ball_Percentage,Runs_Std_Deviation,Runs_CV,Percentage_30_Plus,Percentage_50_Plus,Percentage_70_Plus,Conversion_30_to_50,Conversion_50_to_70,Percentage_Single_Digit,Percentage_Duck,Powerplay_Runs_old,Powerplay_Balls_old,Powerplay_SR_old,Powerplay_Contribution,Death_Overs_Runs_old,Death_Overs_Balls_old,Death_Overs_SR_old,Death_Overs_Contribution,Impact_Score,Powerplay_Runs,Powerplay_Balls,Powerplay_SR,Death_Overs_Runs,Death_Overs_Balls,Death_Overs_SR
Liam Livingstone,Liam Livingstone,All-Rounder,RCB,NO,34.0,775.0,482.0,803.0,29.0,5.0,26.724137931034484,160.78838174273858,22.794117647058822,14.176470588235292,23.61764705882353,9.0,5.0,2.0,82.0,7.0,5.0,55.0,52.0,107.0,532.0,68.64516129032258,22.199170124481327,1.6176470588235294,1.5294117647058822,1.0576923076923077,8.763636363636364,9.26923076923077,4.5046728971962615,243.0,375.0,64.8,105.0,21.78423236514523,22.51434480337222,98.77,26.47058823529412,14.705882352941176,5.882352941176471,55.55555555555556,40.0,38.23529411764706,3.4482758620689653,31.0,32.0,96.875,4.0,198.0,119.0,166.38655462184877,25.548387096774192,14.293614229924334,122.0,87.0,140.22988505747128,402.0,188.0,213.82978723404253
Mayank Agarwal,Mayank Agarwal,Batter,RCB,NO,38.0,971.0,741.0,1271.0,37.0,1.0,26.24324324324324,131.0391363022942,25.55263157894737,19.5,33.44736842105263,12.0,6.0,2.0,99.0,8.0,4.0,102.0,31.0,133.0,594.0,61.17404737384141,17.94871794871795,2.6842105263157894,0.8157894736842105,3.290322580645161,7.264705882352941,23.90322580645161,5.571428571428571,377.0,608.0,62.00657894736842,189.0,25.521067626330787,24.436013927631656,95.63,31.57894736842105,15.789473684210526,5.2631578947368425,50.0,33.333333333333336,31.57894736842105,5.405405405405405,207.0,186.0,111.29032258064515,21.318228630278064,83.0,46.0,180.43478260869568,8.54788877445932,13.058739612188369,1344.0,1054.0,127.51423149905123,301.0,161.0,186.95652173913044
Phil Salt,Phil Salt,WK-Batter,RCB,NO,19.0,621.0,353.0,527.0,18.0,1.0,34.5,175.92067988668555,32.68421052631579,18.57894736842105,27.73684210526316,9.0,6.0,3.0,89.0,14.0,6.0,72.0,31.0,103.0,474.0,76.32850241545894,29.178470254957507,3.789473684210526,1.631578947368421,2.3225806451612905,4.902777777777778,11.387096774193548,3.4271844660194173,147.0,250.0,58.8,86.0,24.55146364494806,30.98396114045485,94.8,47.36842105263158,31.57894736842105,15.789473684210526,66.66666666666667,50.0,31.57894736842105,16.666666666666668,133.0,76.0,175.0,21.4170692431562,0.0,0.0,0.0,0.0,11.499657074698076,378.0,212.0,178.30188679245282,48.0,25.0,192.0
Rajat Patidar,Rajat Patidar,Batter,RCB,NO,21.0,672.0,426.0,700.0,20.0,1.0,33.6,157.74647887323945,32.0,20.285714285714285,33.333333333333336,10.0,7.0,1.0,112.0,12.0,7.0,44.0,45.0,89.0,446.0,66.36904761904762,20.892018779342724,2.095238095238096,2.142857142857143,0.9777777777777776,9.681818181818182,9.466666666666669,4.786516853932584,226.0,337.0,67.06231454005935,85.0,20.161711006781427,27.16615541441225,84.89,47.61904761904762,33.333333333333336,4.761904761904762,70.0,14.285714285714286,28.571428571428573,5.0,9.0,13.0,69.23076923076923,1.3392857142857142,3.0,4.0,75.0,0.4464285714285714,11.105352112676057,91.0,87.0,104.59770114942528,76.0,41.0,185.3658536585366
Romario Shepherd,Romario Shepherd,All-Rounder,RCB,NO,8.0,114.0,62.0,100.0,5.0,3.0,22.8,183.8709677419355,14.25,7.75,12.5,1.0,0.0,0.0,39.0,3.0,4.0,7.0,10.0,17.0,88.0,77.19298245614036,27.41935483870968,0.875,1.25,0.7,8.857142857142858,6.2,3.647058823529412,26.0,45.0,57.77777777777778,16.0,25.98566308243728,14.340253036221402,100.63,12.5,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,10.0,12.0,83.33333333333333,8.771929824561404,2.882177419354839,34.0,19.0,174.67741935483872,77.0,48.0,160.41666666666669
Swapnil Singh,Swapnil Singh,All-Rounder,RCB,NO,4.0,30.0,20.0,38.0,1.0,3.0,30.0,150.0,7.5,5.0,9.5,0.0,0.0,0.0,15.0,2.0,1.0,3.0,2.0,5.0,24.0,80.0,25.0,0.75,0.5,1.5,6.666666666666667,10.0,4.0,6.0,15.0,40.0,8.0,41.66666666666667,7.047458170621991,93.97,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,200.0,40.0,0.7875,9.0,6.0,142.5,16.0,13.0,123.07692307692308
Tim David,Tim David,All-Rounder,RCB,NO,33.0,635.0,371.0,667.0,22.0,11.0,28.863636363636363,171.15902964959568,19.24242424242424,11.242424242424242,20.21212121212121,10.0,0.0,0.0,46.0,3.0,5.0,37.0,44.0,81.0,412.0,64.88188976377953,21.83288409703504,1.121212121212121,1.3333333333333333,0.8409090909090909,10.027027027027026,8.431818181818182,4.580246913580247,223.0,290.0,76.89655172413794,42.0,11.380652890086854,15.147256977400032,78.72,30.303030303030305,0.0,0.0,0.0,0.0,27.272727272727277,9.090909090909092,0.0,0.0,0.0,0.0,279.0,181.0,154.14364640883977,43.93700787401575,14.491464510332433,190.0,111.0,162.6010781671159,636.0,350.0,181.71428571428572
Tim Seifert,Tim Seifert,WK-Batter,RCB,NO,3.0,26.0,23.0,36.0,3.0,0.0,8.666666666666666,113.04347826086956,8.666666666666666,7.666666666666667,12.0,0.0,0.0,0.0,21.0,4.0,0.0,4.0,0.0,4.0,16.0,61.53846153846154,17.391304347826086,1.3333333333333333,0.0,0.0,5.75,0.0,5.75,10.0,19.0,52.63157894736842,7.0,34.29951690821256,10.692676621563626,123.38,0.0,0.0,0.0,0.0,0.0,66.66666666666667,0.0,24.0,19.0,126.3157894736842,92.3076923076923,2.0,4.0,50.0,7.6923076923076925,0.2939130434782608,26.0,21.0,123.80952380952381,5.0,5.0,100.0
Virat Kohli,Virat Kohli,Batter,RCB,NO,57.0,2019.0,1503.0,2347.0,50.0,7.0,40.38,134.3313373253493,35.421052631578945,26.36842105263158,41.175438596491226,29.0,19.0,10.0,113.0,13.0,6.0,195.0,63.0,258.0,1158.0,57.35512630014859,17.16566866267465,3.421052631578948,1.105263157894737,3.095238095238096,7.707692307692308,23.857142857142858,5.825581395348837,861.0,1245.0,69.1566265060241,288.0,19.183854513195836,30.25719947881416,85.42,50.87719298245614,33.333333333333336,17.54385964912281,65.51724137931035,52.63157894736842,28.07017543859649,8.0,159.0,144.0,110.41666666666669,7.8751857355126305,430.0,300.0,143.33333333333334,21.29767211490837,30.452207164618127,2385.0,1913.0,124.6732880292734,1913.0,1069.0,178.95229186155285
Dhruv Jurel,Dhruv Jurel,WK-Batter,RR,NO,18.0,255.0,167.0,293.0,12.0,6.0,21.25,152.69461077844312,14.166666666666666,9.27777777777778,16.27777777777778,4.0,1.0,0.0,52.0,5.0,2.0,20.0,12.0,32.0,152.0,59.6078431372549,19.161676646706585,1.1111111111111112,0.6666666666666666,1.6666666666666667,8.35,13.916666666666666,5.21875,103.0,135.0,76.29629629629629,20.0,12.308715901530274,15.073350070669134,106.4,22.22222222222222,5.555555555555555,0.0,25.0,0.0,55.55555555555556,8.333333333333334,0.0,0.0,0.0,0.0,87.0,64.0,135.9375,34.11764705882353,5.191616766467066,76.0,50.0,145.05988023952096,206.0,126.0,163.4920634920635
Nitish Rana,Nitish Rana,All-Rounder,RR,NO,44.0,1161.0,859.0,1463.0,39.0,5.0,29.76923076923077,135.15715948777648,26.38636363636364,19.522727272727277,33.25,17.0,7.0,2.0,80.0,9.0,6.0,103.0,59.0,162.0,766.0,65.97760551248923,18.859138533178115,2.340909090909091,1.3409090909090908,1.7457627118644068,8.339805825242719,14.559322033898304,5.302469135802469,395.0,697.0,56.67144906743185,258.0,30.047859267882554,21.227686954684646,80.45,38.63636363636363,15.909090909090908,4.545454545454546,41.1764705882353,28.571428571428573,29.545454545454547,7.6923076923076925,40.0,44.0,90.9090909090909,3.4453057708871664,370.0,239.0,154.81171548117155,31.869078380706288,17.474899195682084,467.0,406.0,115.02463054187193,553.0,332.0,166.56626506024097
Riyan Parag,Riyan Parag,Batter,RR,NO,41.0,790.0,560.0,877.0,33.0,8.0,23.939393939393938,141.07142857142858,19.26829268292683,13.658536585365852,21.390243902439025,7.0,5.0,3.0,84.0,8.0,6.0,52.0,47.0,99.0,490.0,62.0253164556962,17.678571428571427,1.2682926829268293,1.146341463414634,1.1063829787234043,10.76923076923077,11.914893617021276,5.656565656565657,300.0,461.0,65.0759219088937,127.0,22.79761904761905,21.57431851790909,111.97,17.073170731707318,12.195121951219512,7.317073170731708,71.42857142857143,60.0,46.34146341463415,6.0606060606060606,0.0,0.0,0.0,0.0,263.0,191.0,137.69633507853402,33.29113924050633,13.319207317073172,24.0,23.0,104.34782608695652,544.0,337.0,161.42433234421364
Sanju Samson,Sanju Samson,WK-Batter,RR,NO,56.0,1775.0,1190.0,2003.0,47.0,9.0,37.765957446808514,149.1596638655462,31.696428571428573,21.25,35.767857142857146,25.0,13.0,6.0,119.0,12.0,7.0,157.0,90.0,247.0,1168.0,65.80281690140845,20.756302521008404,2.8035714285714284,1.6071428571428572,1.7444444444444445,7.579617834394904,13.22222222222222,4.817813765182186,607.0,943.0,64.36903499469777,268.0,22.56769374416433,27.383418767141247,86.39,44.642857142857146,23.214285714285715,10.714285714285714,52.0,46.15384615384615,23.214285714285715,6.382978723404255,49.0,52.0,94.23076923076924,2.76056338028169,461.0,292.0,157.87671232876713,25.97183098591549,30.730886104441776,976.0,782.0,124.8081841432225,1032.0,574.0,179.79094076655053
Shimron Hetmyer,Shimron Hetmyer,Batter,RR,NO,48.0,938.0,590.0,1069.0,25.0,23.0,37.52,158.98305084745763,19.541666666666668,12.291666666666666,22.27083333333333,13.0,3.0,0.0,59.0,5.0,6.0,58.0,62.0,120.0,604.0,64.39232409381663,20.338983050847457,1.2083333333333333,1.2916666666666667,0.935483870967742,10.172413793103448,9.516129032258064,4.916666666666667,334.0,470.0,71.06382978723404,98.0,16.76082862523541,16.301622857906462,83.42,27.08333333333333,6.25,0.0,23.07692307692308,0.0,37.5,12.0,0.0,0.0,0.0,0.0,308.0,205.0,150.2439024390244,32.83582089552239,22.058235875706217,50.0,51.0,98.0392156862745,933.0,536.0,174.06716417910448
Shubham Dubey,Shubham Dubey,Batter,RR,NO,2.0,33.0,18.0,34.0,1.0,1.0,33.0,183.33333333333331,16.5,9.0,17.0,0.0,0.0,0.0,25.0,2.0,2.0,3.0,2.0,5.0,24.0,72.72727272727273,27.77777777777778,1.5,1.0,1.5,6.0,9.0,3.6,9.0,13.0,69.23076923076923,3.0,16.666666666666668,12.020815280171307,72.85,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,208.33333333333331,75.75757575757575,0.9075,10.0,5.0,174.16666666666663,15.0,10.0,150.0
Yashasvi Jaiswal,Yashasvi Jaiswal,Batter,RR,NO,45.0,1452.0,947.0,1560.0,43.0,2.0,33.76744186046512,153.32629355860612,32.266666666666666,21.044444444444444,34.666666666666664,20.0,11.0,4.0,124.0,16.0,8.0,180.0,58.0,238.0,1068.0,73.55371900826447,25.131995776135163,4.0,1.288888888888889,3.103448275862069,5.261111111111111,16.32758620689655,3.978991596638656,384.0,709.0,54.16078984485191,282.0,29.81344596972897,29.539957530590502,91.55,44.44444444444444,24.444444444444443,8.88888888888889,55.0,36.36363636363637,22.22222222222222,6.976744186046512,259.0,202.0,128.21782178217822,17.83746556473829,124.0,62.0,200.0,8.539944903581267,23.25244350580781,866.0,560.0,154.64285714285714,82.0,44.0,186.36363636363635
Yudhvir Singh,Yudhvir Singh,All-Rounder,RR,NO,3.0,8.0,9.0,12.0,3.0,0.0,2.6666666666666665,88.88888888888889,2.6666666666666665,3.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,6.0,75.0,11.11111111111111,0.0,0.3333333333333333,0.0,0.0,9.0,9.0,2.0,8.0,25.0,5.0,64.19753086419752,3.785938897200183,141.97,0.0,0.0,0.0,0.0,0.0,100.0,33.333333333333336,0.0,0.0,0.0,0.0,1.0,2.0,50.0,12.5,0.0711111111111111,2.0,3.0,84.44444444444444,8.0,9.0,88.88888888888889
Abhinav Manohar,Abhinav Manohar,Batter,SRH,NO,15.0,231.0,174.0,257.0,14.0,1.0,16.5,132.75862068965515,15.4,11.6,17.133333333333333,3.0,0.0,0.0,43.0,5.0,3.0,21.0,10.0,31.0,144.0,62.33766233766234,17.816091954022987,1.4,0.6666666666666666,2.1,8.285714285714286,17.4,5.612903225806452,87.0,143.0,60.83916083916084,46.0,26.62835249042146,15.430952197265263,100.2,20.0,0.0,0.0,0.0,0.0,46.66666666666666,7.142857142857143,12.0,12.0,100.0,5.194805194805195,133.0,94.0,141.48936170212767,57.57575757575758,3.2711724137931038,12.0,12.0,100.0,138.0,81.0,170.37037037037038
Abhishek Sharma,Abhishek Sharma,All-Rounder,SRH,NO,44.0,1151.0,747.0,1193.0,42.0,2.0,27.404761904761905,154.0829986613119,26.15909090909091,16.977272727272727,27.113636363636363,20.0,6.0,2.0,75.0,12.0,7.0,112.0,58.0,170.0,796.0,69.15725456125108,22.75769745649264,2.5454545454545454,1.318181818181818,1.9310344827586208,6.669642857142857,12.879310344827584,4.394117647058824,355.0,577.0,61.52512998266898,182.0,24.438494719619214,21.660104985699935,82.8,45.45454545454545,13.636363636363637,4.545454545454546,30.0,33.333333333333336,31.818181818181817,4.761904761904762,238.0,182.0,130.76923076923077,20.677671589921808,130.0,86.0,151.1627906976744,11.294526498696785,18.54108737982232,602.0,408.0,147.54901960784315,212.0,143.0,148.25174825174824
Atharva Taide,Atharva Taide,Batter,SRH,NO,7.0,146.0,99.0,177.0,7.0,0.0,20.857142857142858,147.4747474747475,20.857142857142858,14.142857142857142,25.285714285714285,1.0,1.0,0.0,66.0,8.0,2.0,17.0,4.0,21.0,92.0,63.013698630136986,21.21212121212121,2.4285714285714284,0.5714285714285714,4.25,5.823529411764706,24.75,4.714285714285714,54.0,78.0,69.23076923076923,18.0,18.181818181818183,22.071312990913277,105.82,14.285714285714286,14.285714285714286,0.0,100.0,0.0,28.571428571428573,14.285714285714286,38.0,29.0,131.0344827586207,26.02739726027397,0.0,0.0,0.0,0.0,2.153131313131313,107.0,71.0,150.70422535211267,1.0,1.0,100.0
Harshal Patel,Harshal Patel,All-Rounder,SRH,NO,22.0,121.0,110.0,222.0,14.0,8.0,8.642857142857142,110.0,5.5,5.0,10.090909090909092,1.0,0.0,0.0,31.0,3.0,2.0,11.0,6.0,17.0,80.0,66.11570247933884,15.454545454545457,0.5,0.2727272727272727,1.8333333333333333,10.0,18.33333333333333,6.470588235294118,41.0,93.0,44.08602150537634,47.0,43.13131313131313,7.216053531635458,131.2,4.545454545454546,0.0,0.0,0.0,0.0,77.27272727272727,50.0,0.0,0.0,0.0,0.0,66.0,50.0,132.0,54.54545454545455,1.815,36.0,33.0,104.5,206.0,145.0,142.06896551724137
Heinrich Klaasen,Heinrich Klaasen,WK-Batter,SRH,NO,22.0,787.0,435.0,662.0,17.0,5.0,46.294117647058826,180.91954022988503,35.77272727272727,19.772727272727277,30.09090909090909,11.0,6.0,2.0,104.0,8.0,8.0,44.0,56.0,100.0,512.0,65.0571791613723,22.988505747126435,2.0,2.5454545454545454,0.7857142857142857,9.886363636363637,7.767857142857143,4.35,275.0,335.0,82.08955223880596,29.0,6.768837803320565,26.66535440494136,74.54,50.0,27.272727272727277,9.090909090909092,54.54545454545455,33.333333333333336,13.636363636363637,0.0,7.0,3.0,233.33333333333331,0.8894536213468869,411.0,232.0,177.1551724137931,52.22363405336722,17.4743605015674,34.0,25.0,136.0,417.0,233.0,178.96995708154506
Ishan Kishan,Ishan Kishan,WK-Batter,SRH,NO,50.0,1321.0,999.0,1715.0,48.0,2.0,27.52083333333333,132.23223223223223,26.42,19.98,34.3,19.0,8.0,3.0,84.0,11.0,5.0,144.0,48.0,192.0,864.0,65.40499621498864,19.21921921921922,2.88,0.96,3.0,6.9375,20.8125,5.203125,457.0,807.0,56.62949194547708,299.0,29.95217439661884,22.02233560061517,83.35,38.0,16.0,6.0,42.10526315789474,37.5,26.0,6.25,224.0,171.0,130.99415204678365,16.95685087055261,155.0,122.0,127.04918032786884,11.7335352006056,18.166592992993,1123.0,808.0,138.9851485148515,344.0,194.0,177.31958762886597
Nitish Kumar Reddy,Nitish Kumar Reddy,All-Rounder,SRH,NO,7.0,239.0,157.0,178.0,5.0,2.0,47.8,152.22929936305732,34.142857142857146,22.428571428571427,25.428571428571427,3.0,2.0,1.0,76.0,4.0,8.0,12.0,17.0,29.0,150.0,62.76150627615063,18.471337579617835,1.7142857142857142,2.4285714285714284,0.7058823529411765,13.083333333333334,9.235294117647058,5.413793103448276,89.0,128.0,69.53125,29.0,18.542108987968863,26.047575520116848,76.29,42.85714285714285,28.571428571428573,14.285714285714286,66.66666666666667,50.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,64.0,157.8125,42.25941422594142,4.677788898999089,11.0,11.0,100.0,78.0,39.0,200.0
Sachin Baby,Sachin Baby,Batter,SRH,NO,1.0,7.0,17.0,28.0,1.0,0.0,7.0,41.1764705882353,7.0,17.0,28.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,41.1764705882353,9.0,54.248366013071895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288235294117647,0.0,1.0,0.0,115.0,73.0,157.53424657534248
Travis Head,Travis Head,Batter,SRH,NO,11.0,533.0,264.0,376.0,10.0,1.0,53.3,201.8939393939394,48.45454545454545,24.0,34.18181818181818,7.0,5.0,3.0,102.0,11.0,8.0,61.0,31.0,92.0,430.0,80.67542213883678,34.84848484848485,5.545454545454546,2.8181818181818183,1.967741935483871,4.327868852459017,8.516129032258064,2.869565217391304,103.0,172.0,59.88372093023256,57.0,21.801346801346803,34.445213415984625,71.09,63.63636363636363,45.45454545454545,27.272727272727277,71.42857142857143,60.0,9.090909090909092,0.0,35.0,25.0,140.0,6.566604127579738,0.0,0.0,0.0,0.0,11.739214876033056,324.0,164.0,197.5609756097561,132.0,73.0,180.82191780821915
Azmatullah Omarzai,Azmatullah Omarzai,All-Rounder,PK,NO,4.0,42.0,33.0,50.0,4.0,0.0,10.5,127.27272727272728,10.5,8.25,12.5,0.0,0.0,0.0,17.0,1.0,1.0,2.0,2.0,4.0,20.0,47.61904761904762,12.12121212121212,0.5,0.5,1.0,16.5,16.5,8.25,22.0,29.0,75.86206896551724,4.0,13.80471380471381,6.8068592855540455,64.83,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5345454545454545,13.0,10.0,120.9090909090909,8.0,6.0,133.33333333333331
Glenn Maxwell,Glenn Maxwell,All-Rounder,PK,NO,48.0,1250.0,789.0,1182.0,42.0,6.0,29.761904761904763,158.42839036755387,26.041666666666668,16.4375,24.625,18.0,12.0,3.0,78.0,9.0,8.0,112.0,68.0,180.0,856.0,68.48,22.81368821292776,2.333333333333333,1.4166666666666667,1.6470588235294117,7.044642857142857,11.602941176470589,4.383333333333334,394.0,609.0,64.69622331691298,171.0,21.701168849457822,24.29863697546116,93.31,37.5,25.0,6.25,66.66666666666667,25.0,35.416666666666664,16.666666666666668,40.0,29.0,137.93103448275863,3.2,455.0,292.0,155.82191780821918,36.4,22.278992395437264,296.0,227.0,130.3964757709251,790.0,444.0,177.92792792792793
Harpreet Brar,Harpreet Brar,All-Rounder,PK,NO,22.0,213.0,177.0,321.0,10.0,12.0,21.3,120.33898305084746,9.681818181818182,8.045454545454545,14.590909090909092,0.0,0.0,0.0,29.0,4.0,2.0,17.0,8.0,25.0,116.0,54.460093896713616,14.124293785310735,0.7727272727272727,0.3636363636363636,2.125,10.411764705882351,22.125,7.08,97.0,152.0,63.81578947368421,44.0,24.984306340238547,8.53779476176017,88.18,0.0,0.0,0.0,0.0,0.0,59.09090909090909,0.0,0.0,0.0,0.0,0.0,83.0,61.0,136.0655737704918,38.96713615023474,3.961340523882897,64.0,53.0,114.32203389830508,225.0,168.0,133.92857142857142
Marco Jansen,Marco Jansen,All-Rounder,PK,NO,13.0,66.0,66.0,127.0,7.0,6.0,9.428571428571429,100.0,5.076923076923077,5.076923076923077,9.76923076923077,0.0,0.0,0.0,17.0,3.0,1.0,5.0,2.0,7.0,32.0,48.48484848484848,10.606060606060606,0.3846153846153846,0.1538461538461538,2.5,13.2,33.0,9.428571428571429,34.0,59.0,57.6271186440678,21.0,32.15488215488215,6.460927932084504,127.26,0.0,0.0,0.0,0.0,0.0,76.92307692307692,42.85714285714285,0.0,0.0,0.0,0.0,15.0,15.0,100.0,22.727272727272727,0.9646153846153848,20.0,20.0,95.0,65.0,57.0,114.03508771929825
Marcus Stoinis,Marcus Stoinis,All-Rounder,PK,NO,43.0,1002.0,680.0,1124.0,34.0,9.0,29.47058823529412,147.35294117647058,23.302325581395348,15.813953488372093,26.13953488372093,10.0,6.0,3.0,124.0,13.0,8.0,78.0,57.0,135.0,654.0,65.26946107784431,19.852941176470587,1.813953488372093,1.3255813953488371,1.368421052631579,8.717948717948717,11.929824561403509,5.037037037037037,348.0,545.0,63.85321100917431,158.0,23.284313725490204,26.52988870053739,113.85,23.25581395348837,13.953488372093023,6.976744186046512,60.0,50.0,34.88372093023256,14.705882352941176,3.0,9.0,33.333333333333336,0.2994011976047904,223.0,145.0,153.79310344827587,22.255489021956087,17.855064295485633,184.0,146.0,126.02739726027397,921.0,556.0,165.6474820143885
Nehal Wadhera,Nehal Wadhera,Batter,PK,NO,13.0,340.0,240.0,365.0,12.0,1.0,28.33333333333333,141.66666666666666,26.153846153846157,18.46153846153846,28.07692307692308,5.0,2.0,0.0,64.0,8.0,4.0,31.0,18.0,49.0,232.0,68.23529411764706,20.416666666666668,2.3846153846153846,1.3846153846153846,1.7222222222222223,7.741935483870968,13.333333333333334,4.8979591836734695,108.0,191.0,56.54450261780104,71.0,29.58333333333333,21.493588787691063,82.18,38.46153846153846,15.384615384615383,0.0,40.0,0.0,30.76923076923077,8.333333333333334,4.0,3.0,133.33333333333334,1.1764705882352942,238.0,170.0,140.0,70.0,5.187179487179487,11.0,13.0,84.61538461538461,149.0,78.0,191.02564102564102
Prabhsimran Singh,Prabhsimran Singh,WK-Batter,PK,NO,28.0,626.0,417.0,630.0,28.0,0.0,22.357142857142858,150.1199040767386,22.357142857142858,14.892857142857142,22.5,8.0,3.0,1.0,103.0,10.0,6.0,63.0,36.0,99.0,468.0,74.76038338658147,23.74100719424461,2.25,1.2857142857142858,1.75,6.619047619047619,11.583333333333334,4.212121212121212,158.0,318.0,49.685534591194966,142.0,34.15933919531042,22.983430884837347,102.8,28.571428571428573,10.714285714285714,3.571428571428572,37.5,33.333333333333336,35.714285714285715,10.714285714285714,204.0,145.0,140.68965517241378,32.587859424920126,103.0,65.0,158.46153846153845,16.45367412140575,9.397505995203836,409.0,287.0,142.50871080139373,62.0,40.0,155.0
Shashank Singh,Shashank Singh,Batter,PK,NO,17.0,421.0,256.0,415.0,10.0,7.0,42.1,164.453125,24.764705882352946,15.058823529411764,24.41176470588235,5.0,2.0,0.0,68.0,6.0,8.0,33.0,25.0,58.0,282.0,66.9833729216152,22.65625,1.9411764705882355,1.4705882352941178,1.32,7.757575757575758,10.24,4.413793103448276,139.0,198.0,70.20202020202021,43.0,17.013888888888896,19.75009307498545,79.75,29.41176470588235,11.764705882352942,0.0,40.0,0.0,29.41176470588235,10.0,0.0,0.0,0.0,0.0,34.0,36.0,94.44444444444444,8.076009501187649,9.774319852941176,27.0,21.0,128.57142857142858,205.0,122.0,168.0327868852459
Shreyas Iyer,Shreyas Iyer,Batter,PK,NO,33.0,856.0,671.0,1157.0,26.0,7.0,32.92307692307692,127.57078986587184,25.939393939393938,20.33333333333333,35.06060606060606,14.0,4.0,1.0,85.0,7.0,4.0,75.0,26.0,101.0,456.0,53.271028037383175,15.052160953800298,2.272727272727273,0.7878787878787878,2.8846153846153846,8.946666666666667,25.807692307692307,6.643564356435643,400.0,570.0,70.17543859649123,125.0,18.7117072362974,19.209274117498875,74.05,42.42424242424242,12.12121212121212,3.0303030303030303,28.571428571428573,25.0,21.21212121212121,3.8461538461538463,25.0,36.0,69.44444444444444,2.920560747663552,256.0,173.0,147.97687861271675,29.90654205607477,13.236435893961971,713.0,642.0,111.05919003115265,690.0,414.0,166.66666666666669
Vishnu Vinod,Vishnu Vinod,WK-Batter,PK,NO,3.0,37.0,31.0,64.0,3.0,0.0,12.333333333333334,119.35483870967742,12.333333333333334,10.333333333333334,21.33333333333333,1.0,0.0,0.0,30.0,2.0,2.0,2.0,2.0,4.0,20.0,54.054054054054056,12.903225806451612,0.6666666666666666,0.6666666666666666,1.0,15.5,15.5,7.75,17.0,27.0,62.96296296296296,8.0,26.164874551971327,15.373136743466938,124.65,33.333333333333336,0.0,0.0,0.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,5.405405405405405,0.4416129032258064,10.0,21.0,47.61904761904761,15.0,13.0,115.38461538461537
Andre Siddarth,,Batter,CSK,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anshul Kamboj,,All-Rounder,CSK,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
