PLAYER_ID,PLAYER_NAME,PLAYER_TYPE,PLAYER_IPL_TEAM,TOTAL_WICKETS,BOWLING_AVG,ECONOMY_RATE,2WK_HAULS,3WK_HAULS,4WK_HAULS,RUNS_GIVEN,TOTAL_OVERS,TOTAL_DOTS,BEST_FIGURE,STRIKE_RATE,MAIDENS,PP/DEATH_FIG,CATCHES_TAKEN,CATCHES_DROPPED,RUN_OUT_(%),RUNS_SAVED,BOUNDARIES_SAVED
6288c418-c1df-4b96-8f81-9565b87007f4_ILT20,Kuldeep Yadav,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_IPL,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_T20I,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_ODI,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_STATE_T20,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_SMAT_ELITE,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_VIJAY_HAZARE,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_VINOO_MANKAD,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_DULEEP_TROPHY,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_RANJI_TROPHY,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_BBL,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_CPL,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_SA20,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8f695eb-5d4d-44ac-937b-5cfd4db27dc1_ILT20,Mustafizur Rahman,Bowler,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
